"","accepted_binomial","pf1","a","b","c","Topt","Logit.Max","Model.Max","Topt.upp","Topt.low","Tmax","Tmin","Tbreadth","Toptbreadth","SEmax","SEmin","SEopt.upp","SEopt.low","SEopt","SEbreadth","SEoptbreadth","Family","clade5","Tmean_count","Af1","Af7"
"96","Centaurea scabiosa",1,-0.012139560267653,0.382617429024818,-3.80079546903357,15.7591140283862,-0.785939622408536,0.313041175453923,18.2251075000913,13.2931205566811,29.0935448928831,2.42468316388929,26.6688617289938,4.93198694341026,6.46202590697119,9.29038881788846,25.0248407967646,25.3288430857528,3.06458244894318,14.7841653154429,49.9801884308846,"Asteraceae","Asterids",6,1,1
"97","Centaurea sphaerocephala",1,-0.0184853153105104,0.778600185448393,-4.38255033346897,21.059964960557,3.81609597844419,0.978460584705931,29.2386151428585,12.8813147782555,40.1838929610742,1.93603696003975,38.2478560010345,16.357300364603,NA,NA,NA,NA,NA,NA,NA,"Asteraceae","Asterids",5,1,0
"98","Centaurea spinosa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"99","Centaurium pulchellum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"100","Cerastium arvense",1,-0.0174672035205047,0.41159746088547,0.28287873451819,11.7820079328181,2.7076010091584,0.937473674986554,17.6950119057144,5.86900395992192,29.7703411001448,-6.20632523450851,35.9766663346533,11.8260079457924,NA,NA,NA,NA,NA,NA,NA,"Caryophyllaceae","Caryophyllales",8,1,0
"101","Chamaecytisus spinescens",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"102","Chamaeleon gummifer",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"103","Chrysopogon gryllus",1,-0.0266162395869025,1.37828680863055,-16.6189420236649,25.8918395314714,1.22424841503809,0.772810327281396,28.6897888962596,23.0938901666831,38.4067087605051,13.3769703024376,25.0297384580675,5.59589872957651,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",5,1,0
"104","Cichorium intybus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"105","Cistus albidus",1,0.22301098673387,-8.32652124175974,76.9007916489574,18.6684103857542,-0.820666164477828,0.305622269963412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cistaceae","Rosids",7,0,1
"106","Cistus clusii",1,-0.196703475176938,6.99909723710185,-59.57501026393,17.7909852146893,2.68540746679598,0.936160060834068,19.5393334663785,16.0426369630002,23.1408432598291,12.4411271695496,10.6997160902795,3.49669650337836,NA,NA,NA,NA,NA,NA,NA,"Cistaceae","Rosids",4,1,0
"107","Cistus creticus",1,-0.00141363580485061,0.0974344246158952,-1.44758077503609,34.4623503032281,0.231328861317142,0.557575689840115,43.3793105310262,25.5453900754301,81.8598688280312,-12.9351682215749,94.7950370496062,17.8339204555961,288.643466345296,77.9990957001611,227.07677857605,19.3814147001172,107.19001390199,364.470880683912,240.666177281463,"Cistaceae","Rosids",8,1,0
"108","Cistus monspeliensis",1,0.0412502406026446,-1.74424412361694,17.8446116415721,21.1422296953234,-0.593993311541567,0.355719128679898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31223529110876,NA,NA,"Cistaceae","Rosids",7,0,0
"109","Cistus salviifolius",1,-0.0370830228731019,1.12244504723107,-7.50445853023672,15.1342172275448,0.989205055151661,0.728930877265779,17.321701301245,12.9467331538445,25.4335707147175,4.83486374037202,20.5987069743455,4.37496814740045,1.56426040977914,2.37796015575221,1.59187145815635,2.33244002498024,0.776810061426083,3.71341820668824,3.67898449748221,"Cistaceae","Rosids",14,1,1
"110","Clematis vitalba",1,-0.0252678225027638,0.759555096783694,-6.06372349660622,15.0300861243705,-0.355634236174481,0.412016803553986,16.8720551820831,13.1881170666578,25.1520722824068,4.90809996633412,20.2439723160727,3.68393811542534,2.90853961152896,2.89638796616039,4.58773397449017,4.81877713789979,1.22993048898093,5.25798590848284,9.08212068957329,"Ranunculaceae","EarlyEU",12,1,1
"111","Cleonia lusitanica",1,-0.0132522111916478,0.326141990630244,-0.813788016292902,12.3051914097096,1.19283179443152,0.767247145800492,16.2273198806017,8.38306293881742,29.9742250853764,-5.36384226595725,35.3380673513336,7.84425694178428,2.75932471043489,5.52141837692847,2.96838288753772,3.86387951835897,2.06851490553557,7.68666714797178,5.51059961720591,"Lamiaceae","Asterids",5,1,1
"112","Clinopodium vulgare",1,-0.0350464409525254,1.36014074479239,-9.77485510824764,19.4048340976316,3.42179764281505,0.968378864044275,24.6928162127606,14.1168519825026,32.8826471417989,5.92702105346422,26.9556260883347,10.575964230258,NA,NA,NA,NA,NA,NA,NA,"Lamiaceae","Asterids",10,1,1
"113","Coleostephus myconis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"114","Coris monspeliensis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"115","Cornus sanguinea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"116","Coronilla minima",1,0.978382000147181,-35.9129388313109,324.552329863325,18.3532295289102,-5.00687485105561,0.00664730118226259,NA,NA,16.9013318872858,19.8051271705346,-2.90379528324878,NA,0.318353874559865,0.156914601286312,NA,NA,0.123029930094291,0.437489780785396,NA,"Fabaceae","Rosids",4,0,0
"117","Coronilla repanda",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"118","Coronilla varia",1,-0.0527625451797581,1.98403975835347,-17.0117073182598,18.8015926031809,1.63984630427793,0.837514022931932,21.1076786458481,16.4955065605137,28.1228167084161,9.48036849794564,18.6424482104704,4.6121720853344,1.94557176055841,1.93815616221844,2.19313323385736,2.16009577091708,0.739228569396591,3.59131759358686,4.09461337988297,"Fabaceae","Rosids",5,1,1
"119","Crassula tillaea",1,-0.0593827220426139,1.37336394024899,-6.10440315260742,11.5636661052978,1.83615787044031,0.862493671553969,13.8997899423179,9.22754226827767,20.5361153399022,2.59121687069339,17.9448984692088,4.67224767404024,0.988550203415718,4.16916531739737,2.26525143301884,3.2095253639057,1.95899252179528,4.62252475332748,3.93881040809229,"Crassulaceae","Rosids",3,1,0
"120","Crataegus monogyna",1,0.0117951681211863,-0.33268993865241,1.58993348496274,14.1028061335911,-0.755997368742891,0.319515910885502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76678984314966,NA,NA,"Rosaceae","Rosids",5,0,1
"121","Crepis neglecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"122","Crithmum maritimum",1,-0.0296214926985218,0.804795025844828,-4.15727260247817,13.5846466961638,1.30915544198783,0.787371796444814,16.3171096218033,10.8521837705243,25.5678952903107,1.6013981020169,23.9664971882938,5.46492585127908,2.11441904225882,4.44662016720911,3.2161122133445,3.36038904372654,1.78856764436912,5.97415271996442,5.52044270997406,"Apiaceae","Asterids",8,1,1
"123","Crucianella latifolia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"124","Crucianella maritima",1,-0.0141651201824647,0.410053687220094,-1.72312073086973,14.4740631190588,1.24445074464348,0.776337780519954,18.3365605746794,10.6115656634381,31.6705341277071,-2.72240788958953,34.3929420172966,7.72499491124128,3.54278931785961,5.88600828086001,7.71891259446761,8.13684620934066,1.922569741299,8.92232041710851,15.3881336785963,"Rubiaceae","Asterids",5,1,1
"125","Cynodon dactylon",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"126","Cynosurus cristatus",1,-0.00312241200504809,0.14958891084525,1.82618329006881,23.9540634937679,3.61781442424416,0.973860345605456,42.7498815678952,5.1582454196406,69.797946376495,-21.8898193889592,91.6877657654541,37.5916361482546,62.241529346853,28.6542965204509,38.4515378100368,6.34003798756281,17.8684360578625,90.0723561389314,41.9560443162266,"Poaceae","Monocots",14,1,1
"127","Cynosurus echinatus",1,-0.0337932778330056,1.13495873278137,-6.21243908767643,16.7926701042428,3.31705470308703,0.965009275566126,22.0045567219024,11.5807834865831,30.4047288245913,3.1806113838942,27.2241174406971,10.4237732353194,2.5363008316126,1.02050129148166,0.959050816521872,1.42385681881872,1.03624794212357,3.26393173925063,1.26453715964156,"Poaceae","Monocots",7,1,1
"128","Cyperus capitatus",1,-0.800660398083264,31.2386974830169,-315.305173128605,19.5080820518915,-10.6016362821485,2.48746546828462e-05,19.7611932664734,19.2549708373096,NA,NA,NA,0.50622242916382,NA,NA,1279.45624048754,3991.78117491543,1356.16758835905,NA,5271.23214520141,"Cyperaceae","Monocots",5,1,1
"129","Cytisus scoparius",1,-0.0655167236860147,2.38612652820551,-18.1346232679225,18.2100568676243,3.59112661806221,0.973172310604775,22.2810543445584,14.1390593906903,28.1977571966694,8.22235653857922,19.9754006580902,8.14199495386811,NA,NA,NA,NA,NA,NA,NA,"Fabaceae","Rosids",4,1,0
"130","Cytisus striatus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"131","Dactylis glomerata",1,-0.0332046914587256,1.28256220925894,-9.62299514605622,19.3129668265884,2.76204555417074,0.940590043508268,23.684004411859,14.9419292413178,32.422420636973,6.20351301620383,26.2189076207692,8.74207517054117,1.08368899862378,0.731811336352255,0.808019813570784,0.597057646312197,0.411162200167836,1.65639425745091,1.15867609145016,"Poaceae","Monocots",27,1,1
"132","Dasypyrum villosum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"133","Daucus carota",1,-0.0149927528741998,0.481430518972339,-1.80212272957865,16.0554410191342,2.06266692150714,0.887221296907144,21.1097234271116,11.0011586111568,34.3302437299416,-2.21936169167317,36.5496054216148,10.1085648159548,4.19688695248769,2.6260976160864,2.58760747626567,2.60097429113499,1.55344207798693,6.27437394516064,4.15557821128432,"Apiaceae","Asterids",6,1,1
"134","Dianthus nudiflorus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"135","Dianthus sylvestris",1,0.0999224246618457,-4.82087441623473,55.7619065052236,24.1230856464371,-2.3852767115503,0.0843023330916525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllaceae","Caryophyllales",6,0,1
"136","Digitalis laevigata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"137","Digitalis purpurea",1,0.00555092134458069,-0.230557541691305,5.37594256902183,20.7675021297497,2.98189044996981,0.951749259847425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27456455962421,NA,NA,"Plantaginaceae","Asterids",8,0,1
"138","Dioscorea communis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"139","Dittrichia viscosa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"140","Drimia maritima",1,-0.0182449533975557,0.49500006932621,-2.28842318804834,13.5653969221025,1.0690130203908,0.744409174289156,16.7689529843668,10.3618408598382,28.3969850764028,-1.26619123219783,29.6631763086006,6.40711212452861,3.85007901701943,19.8316406156881,4.79678002617344,16.8767247043104,8.70249269288366,22.6561391153796,17.6842402847954,"Asparagaceae","Monocots",4,1,0
"141","Echinophora spinosa",1,-0.0159192751806024,0.635825056858629,-8.4593291689854,19.9702891508962,-2.11052405155947,0.108078139253606,21.8680587190363,18.0725195827562,27.2079666729067,12.7326116288858,14.4753550440209,3.79553913628008,3.11868787815227,1.82358972808133,5.39940018165077,5.93431472044844,1.97871026796007,3.2314408330144,10.6338163303564,"Apiaceae","Asterids",5,1,1
"142","Echinops ritro",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"143","Echium plantagineum",1,-0.00806987268352844,0.302458453020512,-3.45244987591203,18.7399767556349,-0.618417686337189,0.350141409449517,21.8464685379306,15.6334849733392,35.7174674659818,1.76248604528797,33.9549814206939,6.21298356459146,5.40486918008975,3.59379171525063,8.04405421529861,8.16504260336311,1.86821019285964,8.38421506130164,15.7730346023832,"Boraginaceae","Asterids",6,1,1
"144","Elymus repens",1,0.104072126076803,-4.06519448645076,40.5453546927978,19.5306593595039,0.847390320296242,0.70001941622184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",6,0,0
"145","Erica arborea",1,0.063191321429057,-1.84155291923636,14.2880038272413,14.5712486904061,0.871141045873152,0.704983070427865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ericaceae","Asterids",3,0,0
"146","Erica multiflora",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"147","Eriophorum angustifolium",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"148","Eriophorum latifolium",1,-0.0085004784729929,0.44879887444798,-5.24565162555227,26.3984477976076,0.678145203817735,0.663324600470753,30.5321079674133,22.2647876278018,47.0421486622131,5.75474693300203,41.2874017292111,8.26732033961155,NA,NA,NA,NA,NA,NA,NA,"Cyperaceae","Monocots",3,1,0
"149","Eryngium campestre",1,-0.0347673083271724,0.968890394175841,-6.37115066718111,13.9339287508001,0.379074192709303,0.593649790081125,15.8055996167459,12.0622578848543,23.711098775844,4.15675872575626,19.5543400500877,3.74334173189159,NA,NA,NA,NA,NA,NA,NA,"Apiaceae","Asterids",4,1,1
"150","Eryngium maritimum",1,-0.01407921351036,0.49377647235166,-8.23921158269813,17.5356553826079,-3.90986455509887,0.0196493788911077,19.4629170894699,15.6083936757459,NA,NA,NA,3.85452341372401,NA,NA,NA,NA,NA,NA,NA,"Apiaceae","Asterids",7,1,1
"151","Euphorbia amygdaloides",1,-0.0251566726214615,0.875864420801642,-7.93596605826046,17.4081929272003,-0.312357650567677,0.422539367671346,19.2702635249185,15.5461223294822,27.6369544439374,7.17943141046325,20.4575230334742,3.72414119543626,2.06516333552079,2.13595975097835,7.30282000832994,7.33679851854718,1.00186713562518,3.69316886840752,14.5018838128657,"Euphorbiaceae","Rosids",13,1,1
"152","Euphorbia dendroides",1,-0.0319601955874962,1.16710116593512,-8.76385983770347,18.2586674530823,1.89099619875354,0.868869074784182,21.508033749851,15.0093011563136,30.5588928170791,5.95844208908547,24.6004507279937,6.49873259353737,0.721058771212576,0.597728106566582,1.31978831045921,1.20405397943986,0.4073212619921,1.0443978360573,2.39155428493193,"Euphorbiaceae","Rosids",12,1,1
"153","Euphorbia paralias",1,-0.0122047029625649,0.46583055362422,-5.42505814006612,19.0840594422104,-0.980089152384911,0.272874094235179,21.4769515387764,16.6911673456445,31.7706758697982,6.39744301462269,25.3732328551755,4.78578419313185,NA,NA,NA,NA,NA,NA,NA,"Euphorbiaceae","Rosids",5,1,1
"154","Euphorbia peplis",1,-0.0707691891498426,3.22758055410295,-35.7783716201623,22.8035716734655,1.0218106285228,0.735325137870312,24.4044401794999,21.2027031674311,30.2898834738775,15.3172598730535,14.972623600824,3.20173701206879,0.0952682113327769,0.0287005241224156,0.153772858097987,0.0293535626210152,0.0622294842975677,0.0656465496970793,0.183099459826003,"Euphorbiaceae","Rosids",6,1,1
"155","Euphorbia terracina",1,-0.0193498787662659,1.07677031555583,-10.3935030405799,27.8236966898483,4.58636229174899,0.989912927080861,37.5417255294182,18.1056678502783,47.5516244719079,8.09576890778868,39.4558555641192,19.4360576791399,2.64949177063922,2.56691049966242,5.09769178587972,5.079004633119,0.323772227521332,5.17671309719475,10.1560910488673,"Euphorbiaceae","Rosids",7,1,1
"156","Fagus sylvatica",1,0.0043208465137434,-0.231264842995447,2.35110519472949,26.7615202553317,-0.74339419535488,0.32226237302739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.6315474854996,NA,NA,"Fagaceae","Rosids",8,0,0
"157","Festuca ambigua",1,0.0694564487322628,-2.31921978792093,21.8479005010021,16.6954964603858,2.48763762095682,0.923270614276201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877509958954922,NA,NA,"Poaceae","Monocots",4,0,0
"158","Festuca bromoides",1,0.00145477655785038,-0.0152573230826816,3.03400622335344,5.24387164487522,2.99400250140846,0.952302443249528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",7,0,0
"159","Festuca drymeja",1,0.0719054632532607,-3.20020350035991,34.7562083774824,22.252853646797,-0.850621689255874,0.299302460280303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",3,0,0
"160","Festuca eskia",1,0.00151518780210802,-0.0978035286021972,1.1691823377066,32.2743914866945,-0.40909234773712,0.399129779093141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",4,0,0
"161","Festuca fasciculata",1,-0.0122631970146782,0.354393041865835,0.608117797953156,14.4494556126616,3.16851106189141,0.959631944842358,22.6989265612329,6.19998466409035,36.7761059316771,-7.87719470635387,44.653300638031,16.4989418971425,3.24150470999185,3.56443573506995,2.81300712492048,3.10278449690172,0.759196921287565,6.64225789378249,5.72494904579631,"Poaceae","Monocots",8,1,1
"162","Festuca heterophylla",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"163","Festuca hystrix",1,0.0248753697523486,-0.748809673338869,6.43804497782609,15.0512269926796,0.802792793957301,0.690571569656329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",3,0,0
"164","Festuca indigesta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"165","Festuca myuros",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"166","Festuca ovina",1,-0.0378688626636955,1.33027004169602,-9.0760598741762,17.5641668131129,2.60648258524164,0.931277624307052,21.4392078091183,13.6891258171075,29.6713026321941,5.4570309940318,24.2142716381623,7.7500819920108,6.73277679250316,6.62698247311936,3.24461020634725,3.87236307233319,1.55561191157417,12.992869059437,6.43161477643698,"Poaceae","Monocots",7,1,0
"167","Festuca rothmaleri",1,-0.0187586592703532,0.648095442655366,-1.72649962141485,17.2745672629077,3.87128453705217,0.979593506494929,25.5192878164155,9.02984670939979,36.3359799828049,-1.78684545698956,38.1228254397945,16.4894411070157,6.05251721736678,6.22011521485076,1.37352084872176,1.26411869126044,0.962613713797201,12.1218437235066,1.80626978244456,"Poaceae","Monocots",3,1,0
"168","Festuca rubra",1,-0.0227476830287224,0.839231061774754,-4.43638070484523,18.4465174038845,3.30406448860901,0.964567983681302,24.7729355291343,12.1200992786347,35.020215500701,1.87281930706804,33.1473961936329,12.6528362504997,NA,NA,NA,NA,NA,NA,NA,"Poaceae","Monocots",14,1,1
"169","Festuca valesiaca",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"170","Festuca varia",1,-0.0224761091288933,0.552298882405845,-1.51027727764214,12.2863543516048,1.88259261097462,0.867908635380232,16.1491094627458,8.42359924046381,26.9411411462796,-2.36843244306999,29.3095735893496,7.72551022228198,1.96903919151102,3.93104571413308,2.60703405423867,3.11339909892392,1.30278983024382,5.64547837844357,5.11768655264601,"Poaceae","Monocots",8,1,1
"171","Ficus carica",1,-0.0326843630084043,1.3354758768725,-11.7444539487276,20.4298899221182,1.89735863034717,0.869592282542305,23.6506047748772,17.2091750693591,32.6010872389108,8.2586926053256,24.3423946335852,6.44142970551812,NA,NA,NA,NA,NA,NA,NA,"Moraceae","Rosids",4,1,1
"172","Foeniculum vulgare",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"173","Fragaria vesca",1,0.0121081008044035,-0.477112160691675,6.85889947645728,19.702188163075,2.15882269403796,0.896490350947198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06312962836335,NA,NA,"Rosaceae","Rosids",4,0,1
"174","Fraxinus ornus",1,0.00107858749502205,-0.0970529629599191,0.45009021719795,44.9907695981283,-1.73315353047475,0.150184652945619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.785800791332,NA,NA,"Oleaceae","Asterids",7,0,0
"175","Fumana ericoides",1,1.30474485657797,-50.5117266707027,487.680040981776,19.3569364983675,-1.19610181206684,0.232169408236007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.259124854690425,NA,NA,"Cistaceae","Rosids",4,0,1
"176","Fumana procumbens",1,-0.0645983568281246,2.60597219156056,-23.6235286985126,20.1705764629138,2.65845197653706,0.93453001651231,23.192601364631,17.1485515611967,29.4836996940859,10.8574532317417,18.6262464623442,6.04404980343429,0.582281159625884,0.261099247536625,0.623311773747051,0.451746977129555,0.23162516687337,0.774498198914912,0.985182686387827,"Cistaceae","Rosids",4,1,1
"177","Fumana thymifolia",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"178","Galactites tomentosus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"179","Galium aparine",1,-0.0863916585103104,2.55889538314427,-17.5395931520667,14.8098521736267,1.4088380240045,0.803582604823892,16.4675730297606,13.1521313174928,21.9084446682475,7.71125967900592,14.1971849892415,3.31544171226786,0.895770124749799,0.980093537459398,1.93946925544536,1.68935497802705,0.585537937269218,1.46784066342434,3.44376302397238,"Rubiaceae","Asterids",5,1,1
"180","Galium corsicum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"181","Genista cinerea",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"182","Genista florida",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"183","Genista scorpius",1,3.96988705354174,-147.855752726187,1371.86761195808,18.6221611260045,-4.82921337878429,0.00792942772625632,NA,NA,17.9331271907237,19.3111950612853,-1.3780678705616,NA,585.974746821979,295.582336119324,NA,NA,161.050106663698,870.472340317958,NA,"Fabaceae","Rosids",4,0,0
"184","Gentiana acaulis",1,-0.175162624025561,5.09436906218138,-34.5914609506811,14.5418267467778,2.44925519251223,0.920506967421119,16.2449405672766,12.838712926279,20.0909252950538,8.99272819850187,11.0981970965519,3.4062276409976,NA,NA,NA,NA,NA,NA,NA,"Gentianaceae","Asterids",3,1,1
"185","Geranium molle",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"186","Geranium robertianum",1,-0.0135927264330725,0.49938091000441,-3.46040984402033,18.369416631139,1.12625815273384,0.755147693544981,22.1541484075048,14.5846848547732,35.6747953248974,1.06403793738068,34.6107573875167,7.5694635527316,NA,NA,NA,NA,NA,NA,NA,"Geraniaceae","Rosids",20,1,NA
"187","Geum urbanum",1,-0.0728406212804609,2.84690186915701,-24.7104180684677,19.5419933212505,3.10665058819335,0.95716624323992,22.8590110546727,16.2249755878284,28.6564328941293,10.4275537483718,18.2288791457575,6.63403546684437,NA,NA,NA,NA,NA,NA,NA,"Rosaceae","Rosids",8,1,1
"188","Glaucium flavum",1,-0.010657343587415,0.168011735514274,-0.0232657097351297,7.8824396593854,0.638905473894811,0.654505999593984,11.5299933394266,4.23488597934422,26.2190811898641,-10.4542018710933,36.6732830609574,7.29510736008235,2.47005957852371,16.653679834622,9.04177775788715,17.1252257225751,7.72242860441753,18.1203995129743,22.6165998316068,"Papaveraceae","EarlyEU",11,1,0
"189","Glebionis coronaria",1,-0.0021846055501451,0.0289154209296109,-2.20330262363095,6.61799585002665,-2.10762155577398,0.10835825032431,11.7417100241685,1.49428167588478,26.1897089431724,-12.9537172431191,39.1434261862914,10.2474283482837,NA,NA,NA,NA,NA,NA,NA,"Asteraceae","Asterids",6,1,1
"190","Globularia cordifolia",1,-0.0403759492656659,1.49248017532237,-9.63101718133143,18.4822920880713,4.16121008665056,0.98465059417424,24.5533191112842,12.4112650648584,31.7483077091204,5.21627646702225,26.5320312420982,12.1420540464258,NA,NA,NA,NA,NA,NA,NA,"Plantaginaceae","Asterids",7,1,1
"191","Gypsophila struthium",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"192","Hedypnois rhagadioloides",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"193","Helianthemum apenninum",1,-0.0402553267528579,1.50477730340822,-11.8755339585081,18.6904122359582,2.18692010349851,0.899068767249212,21.9192217061658,15.4616027657506,29.9806873673244,7.40013710459201,22.5805502627324,6.45761894041519,NA,NA,NA,NA,NA,NA,NA,"Cistaceae","Rosids",5,1,1
"194","Helianthemum hirtum",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"195","Helianthemum nummularium",1,-0.018497246866294,0.645762160151708,-1.61642986087209,17.4556290679243,4.01966250598278,0.982357811523244,26.0996746171727,8.81158351867592,36.8590810084111,-1.94782287256238,38.8069038809734,17.2880910984968,5.91780514814979,6.17213835365133,3.67349067364403,3.76223573419633,1.75619750674668,11.5712791222644,6.55446291981377,"Cistaceae","Rosids",12,1,1
"196","Helianthemum oelandicum",1,-0.0554570315595228,1.29222163213631,-3.76021164718365,11.6506563351606,3.7674034252566,0.977410100235558,16.3080460043396,6.99326666598164,22.6519198008064,0.649392869514851,22.0025269312915,9.31477933835793,NA,NA,NA,NA,NA,NA,NA,"Cistaceae","Rosids",3,1,0
"197","Helianthemum squamatum",1,0.0197909029744817,-0.642935388701682,4.00533086887703,16.2432050101675,-1.21633479460955,0.228582101741414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cistaceae","Rosids",4,0,1
