id_test,ID,animal,Family,clade,doi,contributor_name,collection_date,country,seedlot,substrate,p1,p2b,Coastal,Forest,Grassland,Manmade,Wetlands,Schrubland,Habitat_level.3,Tmean,Alternating,Light,cold_str,warm_str,Scarification,Fire,Germinated,Germinable,Germination,mass
611,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",6,1,1,1,0,0,0,7,22,0.318181818,0.532967403
614,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 HO2  T6.4 Temperate alpine grasslands and shrublands Austria 47.35335 12.53594 1045 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,0,0,0,0,22,23,0.956521739,0.532967403
615,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,1,0,0,0,2,17,0.117647059,0.532967403
616,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,1,0,0,0,7,24,0.291666667,0.532967403
617,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",26,1,1,1,0,0,0,14,22,0.636363636,0.532967403
618,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 HO2  T6.4 Temperate alpine grasslands and shrublands Austria 47.35335 12.53594 1045 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",6,1,1,0,0,0,0,16,20,0.8,0.532967403
619,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,1,0,0,0,8,24,0.333333333,0.532967403
620,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",18,1,1,1,0,0,0,20,23,0.869565217,0.532967403
622,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1007/s00035-022-00286-x,Sergey Rosbakh,2017,RU,Anthoxanthum odoratum L. wild native 2017 Malaya Khatipara  T6.4 Temperate alpine grasslands and shrublands Russia 43.4400544026776 41.6749186358628 2400 500,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,0,0,0,0,6,20,0.3,0.532967403
623,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 W7  T6.4 Temperate alpine grasslands and shrublands Austria 47.31688 12.55104 2020 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",26,1,1,1,0,0,0,22,24,0.916666667,0.532967403
624,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 HO2  T6.4 Temperate alpine grasslands and shrublands Austria 47.35335 12.53594 1045 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",26,1,1,0,0,0,0,23,23,1,0.532967403
625,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 HO2  T6.4 Temperate alpine grasslands and shrublands Austria 47.35335 12.53594 1045 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",10,1,1,0,0,0,0,19,20,0.95,0.532967403
627,Anthoxanthum odoratum,Anthoxanthum_odoratum,Poaceae,Monocots,https://doi.org/10.1111/1365-2745.13955,Sergey Rosbakh,2011,AT,Anthoxanthum odoratum L. wild native 2011 HO2  T6.4 Temperate alpine grasslands and shrublands Austria 47.35335 12.53594 1045 50,paper,1,0,1,1,1,0,1,1,"Alnus cordata forest, Alpine and subalpine ericoid heath, Alpine and subalpine Juniperus scrub, Atlantic and Baltic coastal Empetrum heath, Atlantic and Baltic moist and wet dune slack, Atlantic coastal Calluna and Ulex heath, Balkan-Anatolian submontane genistoid scrub, Balkan and Anatolian oromediterranean dry grassland, Baltic coniferous coastal dune forest, Boreal and Arctic acidophilous alpine grassland, Broadleaved evergreen plantation of non site-native trees, Central Mediterranean mountain hedgehog-heath, Cyrno-Sardean oromediterranean siliceous dry grassland, Dry heath, Eastern Mediterranean spiny heath (phrygana), Extremely rich moss-sedge fen, Forest fringe of acidic nutrient-poor soils, Intermediate fen and soft-water spring mire, Low and medium altitude hay meadow, Lowland to montane temperate and submediterranean genistoid scrub, Lowland to montane temperate and submediterranean Juniperus scrub, Lowland to montane, dry to mesic grassland usually dominated by Nardus stricta, Macaronesian heath, Madeiran oromediterranean siliceous dry grassland, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean short moist grassland of mountains, Mesic permanent pasture of lowlands and mountains, Moist or wet mesotrophic to eutrophic hay meadow, Mountain hay meadow, Perennial rocky grassland of the Italian Peninsula, Poor fen, Pteridium aquilinum vegetation, Semi-dry perennial calcareous grassland (meadow steppe), Southern European mountain Betula and Populus tremula forest on mineral soils, Subalpine and subarctic deciduous scrub, Subalpine Pinus mugo scrub, Subarctic and alpine dwarf Salix scrub, Submediterranean moist meadow, Temperate acidophilous alpine grassland, Temperate and boreal moist or wet oligotrophic grassland, Temperate and boreal mountain Betula and Populus tremula forest on mineral soils, Temperate continental Pinus sylvestris forest, Temperate subalpine Larix, Pinus cembra and Pinus uncinata forest",6,1,1,0,0,0,0,15,21,0.714285714,0.532967403
