id_test,ID,animal,Family,clade,doi,contributor_name,collection_date,country,seedlot,substrate,p1,p2b,Coastal,Forest,Grassland,Manmade,Wetlands,Schrubland,Habitat_level.3,Tmean,Alternating,Light,cold_str,warm_str,Scarification,Fire,Germinated,Germinable,Germination,mass
20,Acer opalus,Acer_opalus,Sapindaceae,Rosids,"Gleiser, G., et al. (2004). ""Seed dormancy in relation to seed storage behaviour in Acer."" Botanical Journal of the Linnean Society 145(2): 203-208.","Fernández-Pascual, Eduardo",2001,ES,"Acer opalus Wild 2001 El Boixar, eastern Spain NA Spain 40.6833333333333 0.116666666666667 NA NA",other,0,1,0,1,0,0,0,0,"Alnus cordata forest, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean mountain Abies forest, Southern European mountain Betula and Populus tremula forest on mineral soils, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest",20,0,1,0,0,0,0,0,200,0,78.9412
21,Acer opalus,Acer_opalus,Sapindaceae,Rosids,"Gleiser, G., et al. (2004). ""Seed dormancy in relation to seed storage behaviour in Acer."" Botanical Journal of the Linnean Society 145(2): 203-208.","Fernández-Pascual, Eduardo",2001,ES,"Acer opalus Wild 2001 El Boixar, eastern Spain NA Spain 40.6833333333333 0.116666666666667 NA NA",other,0,1,0,1,0,0,0,0,"Alnus cordata forest, Mediterranean montane Pinus sylvestris-Pinus nigra forest, Mediterranean mountain Abies forest, Southern European mountain Betula and Populus tremula forest on mineral soils, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest",20,0,1,1,0,0,0,98,200,0.49,78.9412
23,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,NO,"Acer pseudoplatanus Wild 2003 Bergen, Norway NA Norway 60.2 5.31666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",25,0,1,0,0,0,0,2,60,0.033333333,79.61135315
24,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Ardingly, England NA UK 51.05 -0.1 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",5,0,1,0,0,0,0,43,60,0.716666667,79.61135315
25,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,PL,"Acer pseudoplatanus Wild 2003 Poznan, Poland NA Poland 52.4166666666667 16.8833333333333 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",25,0,1,0,0,0,0,2,60,0.033333333,79.61135315
26,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,IT,"Acer pseudoplatanus Wild 2003 Mt Lessini, Italy NA Italy 45.6833333333333 11.2166666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",15,0,1,0,0,0,0,16,60,0.266666667,79.61135315
27,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,NO,"Acer pseudoplatanus Wild 2003 Bergen, Norway NA Norway 60.2 5.31666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",5,0,1,0,0,0,0,60,60,1,79.61135315
28,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,FR,"Acer pseudoplatanus Wild 2003 Angers, France NA France 47.15 -0.533333333333333 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",10,0,1,0,0,0,0,30,60,0.5,79.61135315
29,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,FR,"Acer pseudoplatanus Wild 2003 Angers, France NA France 47.15 -0.533333333333333 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",30,0,1,0,0,0,0,21,60,0.35,79.61135315
30,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,FR,"Acer pseudoplatanus Wild 2003 Angers, France NA France 47.15 -0.533333333333333 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",15,0,1,0,0,0,0,18,60,0.3,79.61135315
31,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Ardingly, England NA UK 51.05 -0.1 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",10,0,1,0,0,0,0,16,60,0.266666667,79.61135315
32,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,NO,"Acer pseudoplatanus Wild 2003 Bergen, Norway NA Norway 60.2 5.31666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",35,0,1,0,0,0,0,0,60,0,79.61135315
33,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Ardingly, England NA UK 51.05 -0.1 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",25,0,1,0,0,0,0,2,60,0.033333333,79.61135315
34,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I. and H. W. Pritchard (2008). ""The development and limits of freezing tolerance in Acer pseudoplatanus fruits across Europe is dependent on provenance."" Cryoletters 29(3): 189-198.","Fernández-Pascual, Eduardo",2003,GB,Acer pseudoplatanus Wild 2003 United Kingdom NA UK 51.05 -0.1 NA NA,other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",5,0,1,0,0,0,0,60,60,1,79.61135315
35,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Aberdeen, Scotland NA UK 57.1666666666667 -2.06666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",25,0,1,0,0,0,0,1,60,0.016666667,79.61135315
36,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I. and H. W. Pritchard (2008). ""The development and limits of freezing tolerance in Acer pseudoplatanus fruits across Europe is dependent on provenance."" Cryoletters 29(3): 189-198.","Fernández-Pascual, Eduardo",2003,IT,Acer pseudoplatanus Wild 2003 Italy NA Italy 45.6833333333333 11.2166666666667 NA NA,other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",5,0,1,0,0,0,0,54,60,0.9,79.61135315
37,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GR,"Acer pseudoplatanus Wild 2003 Thessaly, Greece NA Greece 39.25 21.6666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",30,0,1,0,0,0,0,7,60,0.116666667,79.61135315
39,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,NO,"Acer pseudoplatanus Wild 2003 Bergen, Norway NA Norway 60.2 5.31666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",20,0,1,0,0,0,0,2,60,0.033333333,79.61135315
40,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Ardingly, England NA UK 51.05 -0.1 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",15,0,1,0,0,0,0,1,60,0.016666667,79.61135315
41,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,PL,"Acer pseudoplatanus Wild 2003 Poznan, Poland NA Poland 52.4166666666667 16.8833333333333 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",35,0,1,0,0,0,0,0,60,0,79.61135315
42,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,IT,"Acer pseudoplatanus Wild 2003 Mt Lessini, Italy NA Italy 45.6833333333333 11.2166666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",35,0,1,0,0,0,0,24,60,0.4,79.61135315
43,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Aberdeen, Scotland NA UK 57.1666666666667 -2.06666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",30,0,1,0,0,0,0,1,60,0.016666667,79.61135315
44,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,IT,"Acer pseudoplatanus Wild 2003 Mt Lessini, Italy NA Italy 45.6833333333333 11.2166666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",20,0,1,0,0,0,0,12,60,0.2,79.61135315
45,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Ardingly, England NA UK 51.05 -0.1 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",35,0,1,0,0,0,0,8,60,0.133333333,79.61135315
46,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Aberdeen, Scotland NA UK 57.1666666666667 -2.06666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",35,0,1,0,0,0,0,0,60,0,79.61135315
47,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,GB,"Acer pseudoplatanus Wild 2003 Aberdeen, Scotland NA UK 57.1666666666667 -2.06666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",15,0,1,0,0,0,0,2,60,0.033333333,79.61135315
48,Acer pseudoplatanus,Acer_pseudoplatanus,Sapindaceae,Rosids,"Daws, M. I., et al. (2006). ""Variable desiccation tolerance in Acer pseudoplatanus seeds in relation to developmental conditions: a case of phenotypic recalcitrance?"" Functional Plant Biology 33(1): 59-66.","Fernández-Pascual, Eduardo",2003,NO,"Acer pseudoplatanus Wild 2003 Bergen, Norway NA Norway 60.2 5.31666666666667 NA NA",other,0,1,1,1,0,0,0,1,"Alnus glutinosa-Alnus incana forest on riparian and mineral soils, Atlantic and Baltic broad-leaved coastal dune forest, Broadleaved deciduous plantation of non site-native trees, Carpinus and Quercus mesic deciduous forest, Coniferous plantation of non site-native trees, Corylus avellana scrub, Fagus forest on acid soils, Fagus forest on non-acid soils, Mediterranean mountain Abies forest, Ravine forest, Taxus baccata forest, Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest, Temperate forest clearing scrub, Temperate hardwood riparian forest, Temperate mountain Abies forest, Temperate mountain Picea forest",10,0,1,0,0,0,0,26,60,0.433333333,79.61135315
